flex1,flex2,flex3,ax,ay,az,gx,gy,gz,label
4095,1984,2856,3.017,1.858,-8.902,-0.082,-0.161,0.061,POINT
4095,1987,3241,3,1.805,-9,-0.089,-0.14,0.009,POINT
4023,1981,2241,2.962,1.834,-9.041,-0.093,-0.08,-0.067,POINT
4060,1997,4095,2.895,2.088,-8.94,-0.113,-0.036,-0.071,POINT
3878,1904,3526,-0.01,8.234,-5.006,-0.057,0.003,0.078,POINT
3760,1925,2559,0.034,8.147,-5.04,-0.056,-0.029,0.077,POINT
3897,1847,3187,0.045,8.085,-5.085,-0.055,-0.044,0.067,POINT
3753,1866,3239,-0.005,8.157,-5.085,-0.073,-0.031,0.057,POINT
3910,1902,4095,-0.007,8.226,-5.059,-0.077,-0.033,0.062,POINT
3920,1903,3829,0.029,8.124,-5.08,-0.066,-0.045,0.052,POINT
4028,1872,4095,0.055,8.052,-5.08,-0.058,-0.08,0.011,POINT
4095,1965,4095,-0.115,8.157,-5.162,-0.061,-0.111,0,POINT
3893,1923,4095,-0.16,8.145,-5.169,-0.07,-0.104,0.014,POINT
3989,1975,4095,-0.285,8.207,-5.236,-0.086,-0.072,0.02,POINT
3854,1911,4083,-0.23,8.205,-5.128,-0.094,-0.035,0.023,POINT
4095,1875,4095,-0.168,8.279,-5.085,-0.082,-0.05,0.003,POINT
4095,1893,2906,-0.192,8.332,-5.14,-0.076,-0.066,0.013,POINT
4055,1943,3007,-0.146,8.317,-5.124,-0.075,-0.062,0.027,POINT
3977,1965,2235,-0.079,8.262,-5.102,-0.075,-0.048,0.015,POINT
3997,1948,2727,-0.108,8.334,-5.047,-0.076,-0.04,0.014,POINT
3955,1906,1228,-0.113,8.356,-5.037,-0.076,-0.045,0.036,POINT
3790,1872,1023,-0.014,8.291,-5.016,-0.063,-0.058,0.035,POINT
3814,1974,78,-0.053,8.32,-5.049,-0.052,-0.067,0.011,POINT
3851,1963,1863,-0.086,8.334,-5.023,-0.052,-0.071,0.016,POINT
3857,1938,2550,-0.081,8.253,-5.052,-0.047,-0.083,0.017,POINT
3823,1971,2230,-0.093,8.21,-5.107,-0.048,-0.092,0.011,POINT
3977,1922,3223,-0.129,8.298,-5.097,-0.063,-0.077,0.036,POINT
3920,1947,3271,-0.072,8.238,-5.054,-0.067,-0.077,0.052,POINT
3810,1914,4095,-0.045,8.131,-5.054,-0.053,-0.1,0.018,POINT
3914,1929,4095,-0.156,8.147,-5.104,-0.052,-0.12,0,POINT
4095,1967,4095,-0.184,8.147,-5.124,-0.06,-0.121,0.004,POINT
4095,1906,4095,-0.182,8.2,-5.112,-0.064,-0.113,0.004,POINT
4089,1968,4095,-0.117,8.171,-5.1,-0.055,-0.084,-0.02,POINT
3974,1954,4095,-0.096,8.121,-5.052,-0.042,-0.078,-0.074,POINT
4095,1969,4095,-0.199,8.241,-5.119,-0.033,-0.079,-0.107,POINT
4054,1951,4095,-0.297,8.406,-5.097,-0.044,-0.057,-0.08,POINT
3957,1961,3583,-0.278,8.42,-5.088,-0.064,-0.059,-0.038,POINT
4095,1973,4062,-0.249,8.37,-5.049,-0.062,-0.048,-0.002,POINT
3834,1914,2499,-0.144,8.241,-5.028,-0.062,-0.039,-0.022,POINT
3829,1903,2861,-0.208,8.289,-5.009,-0.062,-0.045,-0.044,POINT
3751,1903,1277,-0.287,8.44,-5.021,-0.061,-0.05,-0.022,POINT
3773,1932,1038,-0.268,8.408,-5.006,-0.071,-0.056,0.021,POINT
3801,1879,0,-0.172,8.329,-5.004,-0.067,-0.066,0.029,POINT
3879,1878,1651,-0.184,8.279,-5.066,-0.066,-0.054,0.014,POINT
3945,1872,2923,-0.213,8.294,-5.057,-0.063,-0.05,0.006,POINT
3818,1949,2352,-0.244,8.365,-5.009,-0.067,-0.04,0.019,POINT
3870,1935,3444,-0.153,8.363,-4.997,-0.058,-0.064,0.018,POINT
3975,1887,3069,-0.204,8.389,-5.064,-0.047,-0.081,0.021,POINT
3933,1923,3632,-0.175,8.286,-5.04,-0.043,-0.083,0.029,POINT
4003,1884,3705,-0.244,8.248,-5.078,-0.041,-0.078,0.025,POINT
4005,1919,4095,-0.302,8.27,-5.085,-0.054,-0.047,0.035,POINT
4095,1947,4095,-0.261,8.344,-4.978,-0.059,-0.061,0.062,POINT
4061,1941,4095,-0.134,8.241,-5.018,-0.048,-0.089,0.071,POINT
4061,1887,4095,-0.079,8.157,-5.073,-0.034,-0.092,0.023,POINT
4095,1922,4095,-0.28,8.305,-5.155,-0.044,-0.065,-0.001,POINT
3979,1938,4095,-0.369,8.375,-5.109,-0.058,-0.027,0.059,POINT
3921,1943,3410,-0.201,8.238,-5.042,-0.069,-0.029,0.084,POINT
3925,1919,3736,-0.096,8.217,-5.028,-0.06,-0.055,0.065,POINT
4038,1950,2704,-0.06,8.246,-5.083,-0.043,-0.075,0.029,POINT
3907,1903,2687,-0.151,8.291,-5.071,-0.043,-0.056,0.019,POINT
3872,1863,1003,-0.204,8.325,-5.061,-0.049,-0.048,0.03,POINT
3937,1925,1472,-0.244,8.327,-5.073,-0.052,-0.055,0.051,POINT
3915,1913,0,-0.215,8.358,-5.073,-0.055,-0.058,0.072,POINT
3974,1955,1471,-0.124,8.282,-5.035,-0.041,-0.051,0.063,POINT
3962,1981,2467,-0.101,8.315,-5.057,-0.034,-0.039,0.035,POINT
3934,1954,1942,-0.129,8.262,-5.102,-0.036,-0.024,0.033,POINT
4063,1919,3218,-0.079,8.224,-5.071,-0.048,-0.025,0.041,POINT
4049,1980,2687,-0.022,8.224,-5.037,-0.047,-0.047,0.044,POINT
4045,1966,4000,-0.024,8.301,-5.059,-0.045,-0.06,0.041,POINT
4090,1936,3984,-0.01,8.291,-5.092,-0.038,-0.053,0.049,POINT
4007,1927,4095,0.041,8.217,-5.054,-0.037,-0.067,0.039,POINT
4059,1968,4095,-0.043,8.203,-5.102,-0.037,-0.082,0.036,POINT
4011,1959,4095,-0.079,8.282,-5.078,-0.045,-0.093,0.044,POINT
4051,1910,4095,-0.117,8.284,-5.14,-0.046,-0.076,0.055,POINT
3936,1962,4095,-0.077,8.248,-5.1,-0.042,-0.056,0.033,POINT
4051,1938,4095,-0.084,8.289,-5.097,-0.026,-0.069,0.022,POINT
3903,1904,3735,-0.081,8.253,-5.155,-0.034,-0.079,0.042,POINT
4029,1904,4095,-0.038,8.305,-5.157,-0.039,-0.076,0.065,POINT
4095,1935,3424,0.012,8.282,-5.167,-0.039,-0.062,0.064,POINT
3822,1746,1023,1.393,0.527,-9.589,-0.026,-0.079,-0.023,POINT
4095,1972,0,1.46,0.474,-9.488,-0.069,-0.051,0.049,POINT
4078,2203,2841,1.554,0.412,-9.436,-0.048,-0.054,0.075,POINT
4095,1584,3047,1.681,0.261,-9.325,-0.022,-0.113,0.042,POINT
3675,2128,1040,1.65,0.168,-9.333,0.008,-0.189,-0.019,POINT
2512,2611,4095,1.434,0.283,-9.629,0.015,-0.197,-0.031,POINT
4095,2118,1831,1.372,0.189,-9.807,-0.018,-0.087,0.017,POINT
4095,2481,0,1.448,0.148,-9.56,-0.058,-0.006,0.034,POINT
3539,2186,1835,1.602,0.184,-9.33,-0.046,-0.046,0.022,POINT
3583,1797,3232,1.506,0.127,-9.409,-0.022,-0.063,0.002,POINT
3289,2514,3668,1.511,0.113,-9.536,-0.021,-0.098,-0.025,POINT
3035,2284,1205,1.367,0.108,-9.708,-0.062,-0.071,-0.009,POINT
4095,2471,0,1.439,0.139,-9.541,-0.115,-0.043,0.025,POINT
4031,2265,3501,1.463,0.196,-9.498,-0.139,-0.051,0.029,POINT
4095,1891,2803,1.496,0.275,-9.433,-0.128,-0.074,0.002,POINT
4095,2466,754,1.393,0.381,-9.527,-0.11,-0.075,-0.011,POINT
2611,2746,2392,1.389,0.448,-9.584,-0.115,-0.044,0.006,POINT
4095,2123,2299,1.482,0.469,-9.495,-0.128,-0.021,0.022,POINT
4095,3175,287,1.571,0.52,-9.409,-0.118,-0.037,0.018,POINT
3783,2304,2268,1.592,0.584,-9.392,-0.1,-0.08,0.017,POINT
4095,1872,2342,1.611,0.67,-9.395,-0.061,-0.123,0.031,POINT
4095,2619,2000,1.544,0.673,-9.541,-0.037,-0.124,0.042,POINT
3117,2338,1305,1.561,0.596,-9.445,-0.032,-0.108,0.047,POINT
4095,2335,0,1.508,0.543,-9.469,-0.013,-0.126,0.049,POINT
4095,2416,2559,1.451,0.426,-9.471,0.004,-0.136,0.05,POINT
3676,1803,4095,1.386,0.393,-9.548,0.022,-0.145,0.044,POINT
4023,2378,920,1.255,0.321,-9.596,0.01,-0.104,0.05,POINT
2630,2779,2713,1.286,0.263,-9.515,0.003,-0.1,0.066,POINT
4095,2281,2493,1.267,0.177,-9.603,0.005,-0.085,0.051,POINT
4095,3305,0,1.202,0.16,-9.572,-0.006,-0.071,0.031,POINT
3424,2297,2611,1.137,0.163,-9.596,-0.005,-0.063,0.042,POINT
3516,1967,2407,1.219,0.06,-9.57,-0.023,-0.038,0.054,POINT
3768,2510,3036,1.264,0.048,-9.503,-0.023,-0.064,0.033,POINT
2943,2266,1488,1.176,0.036,-9.589,-0.027,-0.067,0.012,POINT
4095,2230,0,1.104,0.081,-9.639,-0.051,-0.036,0.027,POINT
3831,2508,2320,1.144,0.086,-9.629,-0.082,0.01,0.067,POINT
3752,1942,4095,1.262,0.048,-9.522,-0.096,0.02,0.06,POINT
4095,2372,870,1.264,0.204,-9.471,-0.096,-0.002,0.055,POINT
2961,2736,2147,1.267,0.237,-9.548,-0.106,-0.005,0.083,POINT
4095,2144,2892,1.389,0.124,-9.512,-0.117,0.011,0.062,POINT
4095,2219,96,1.427,0.247,-9.455,-0.114,-0.008,-0.029,POINT
3454,2486,2681,1.207,0.548,-9.555,-0.115,-0.009,-0.038,POINT
3798,1995,2375,1.152,0.74,-9.471,-0.124,-0.015,0.056,POINT
3792,2455,1899,1.116,0.742,-9.649,-0.131,0.015,0.192,POINT
2769,2325,2554,1.329,0.548,-9.634,-0.141,0.075,0.241,POINT
4095,1927,0,1.434,0.472,-9.524,-0.152,0.091,0.22,POINT
4023,2365,2498,1.544,0.316,-9.51,-0.164,0.083,0.144,POINT
3489,1914,4095,1.657,0.369,-9.481,-0.166,0.081,0.014,POINT
3931,2231,1421,1.535,0.745,-9.572,-0.161,0.088,-0.034,POINT
2837,2775,2352,1.571,0.893,-9.522,-0.179,0.126,0.077,POINT
4095,2087,3207,1.791,0.694,-9.349,-0.179,0.1,0.174,POINT
4095,2101,0,1.851,0.56,-9.285,-0.17,0.019,0.201,POINT
3495,2386,2437,1.865,0.567,-9.491,-0.153,-0.044,0.213,POINT
3641,2039,4095,1.891,0.716,-9.536,-0.174,-0.008,0.241,POINT
3773,2437,1356,2.004,0.766,-9.491,-0.192,0.031,0.301,POINT
3130,2307,2188,2.085,0.567,-9.321,-0.194,0.011,0.313,POINT
4095,2026,0,2.112,0.294,-9.215,-0.211,-0.037,0.238,POINT
3970,2362,2896,1.846,0.508,-9.783,-0.217,-0.065,0.108,POINT
3984,1887,3167,1.563,0.917,-9.278,-0.255,-0.013,0.14,POINT
3777,2255,1194,1.551,1.015,-9.467,-0.214,-0.014,0.203,POINT
2750,2753,2680,1.561,0.819,-9.603,-0.209,-0.003,0.29,POINT
3959,2160,3343,1.666,0.749,-9.44,-0.245,0.024,0.347,POINT
4095,2064,63,1.676,0.766,-9.395,-0.276,0.051,0.362,POINT
3523,2304,1489,1.712,0.907,-9.641,-0.261,0.066,0.387,POINT
4086,1903,4095,1.891,0.733,-9.57,-0.211,0.066,0.391,POINT
4095,2501,553,1.992,0.646,-9.531,-0.187,0.083,0.346,POINT
3026,2238,1792,2.033,0.723,-9.376,-0.192,0.101,0.355,POINT
4095,1858,855,2.14,0.271,-7.511,-0.22,0.045,0.372,POINT
4075,2210,2432,1.743,0.034,-8.571,-0.29,-0.025,0.35,POINT
3331,2091,4095,1.372,0.663,-11.035,-0.418,0.157,0.509,POINT
3713,2097,455,2.066,0.972,-11.016,-0.514,0.38,0.717,POINT
3199,2669,1360,2.883,0.644,-9.115,-0.47,0.375,0.565,POINT
4063,2149,3147,2.849,0.589,-8.89,-0.35,0.331,0.284,POINT
4095,1976,510,2.303,0.838,-8.248,-0.286,0.212,0.198,POINT
3369,2385,1701,1.64,1.245,-9.287,-0.41,0.218,0.448,POINT
4095,2299,4095,3.187,8.265,-4.243,-0.085,-0.064,-0.007,POINT
4095,2155,1411,3.208,8.222,-4.19,-0.083,-0.043,0.009,POINT
3376,2014,4095,3.227,8.2,-4.14,-0.076,-0.05,0.007,POINT
4095,2034,1646,3.191,8.246,-4.221,-0.065,-0.057,0.008,POINT
3199,2207,2983,3.146,8.226,-4.231,-0.066,-0.043,0.021,POINT
3175,2166,3824,3.179,8.167,-4.228,-0.065,-0.025,0.013,POINT
3760,1968,4095,3.146,8.157,-4.202,-0.063,-0.015,-0.014,POINT
4095,2186,1312,3.127,8.32,-4.094,-0.052,-0.011,-0.007,POINT
3583,2114,3059,3.189,8.174,-4.302,-0.049,0.024,0.006,POINT
3567,1886,2765,3.309,8.152,-4.178,-0.066,0.058,-0.013,POINT
4095,2272,2399,3.393,8.26,-4.192,-0.061,0.056,-0.027,POINT
4095,2159,1292,3.443,8.308,-4.178,-0.057,0.046,-0.015,POINT
4002,2046,2076,3.563,8.253,-4.152,-0.051,0.034,0.009,POINT
3984,2055,1459,3.673,8.188,-4.092,-0.047,0.009,0.006,POINT
4095,2278,2434,3.675,8.159,-4.073,-0.037,-0.029,-0.026,POINT
3581,1859,1358,3.577,8.253,-4.118,-0.032,-0.056,-0.04,POINT
3574,2096,2000,3.579,8.296,-4.065,-0.027,-0.074,-0.026,POINT
4095,2486,1873,3.503,8.224,-4.073,-0.025,-0.098,-0.01,POINT
3137,2007,3280,3.44,8.133,-4.12,-0.029,-0.097,-0.005,POINT
4095,2131,1886,3.388,8.071,-4.154,-0.039,-0.091,-0.015,POINT
3881,2131,3482,3.361,8.021,-4.13,-0.042,-0.102,-0.024,POINT
4095,2494,2323,3.304,8.059,-4.195,-0.054,-0.111,-0.035,POINT
3283,1942,3520,3.251,8.133,-4.211,-0.066,-0.113,-0.019,POINT
4095,2341,2708,3.22,8.157,-4.235,-0.082,-0.089,0.014,POINT
3042,1878,3424,3.314,8.147,-4.175,-0.084,-0.081,0.004,POINT
4095,1989,1947,3.266,8.272,-4.142,-0.07,-0.095,-0.013,POINT
3924,1973,3456,3.163,8.387,-4.214,-0.063,-0.086,0.012,POINT
4095,2335,1969,3.168,8.289,-4.245,-0.06,-0.059,0.031,POINT
3829,2117,3762,3.206,8.248,-4.211,-0.061,-0.047,0.029,POINT
4095,2177,2369,3.206,8.234,-4.094,-0.057,-0.063,0.023,POINT
3539,2133,2871,3.074,8.413,-4.096,-0.049,-0.085,0.037,POINT
4095,2317,2738,2.746,8.756,-4.211,-0.043,-0.075,0.141,POINT
4095,2119,1954,2.636,8.669,-4.259,-0.048,-0.031,0.332,POINT
4095,2192,1967,2.923,8.231,-4.35,-0.042,-0.019,0.432,POINT
3643,2039,3120,3.285,7.614,-4.458,-0.042,-0.005,0.355,POINT
3912,2135,734,3.618,7.432,-4.518,-0.035,0.038,0.027,POINT
4095,2075,1499,3.297,8.143,-4.403,-0.024,0.09,-0.235,POINT
3871,2135,3615,3.112,8.693,-4.135,-0.01,0.098,-0.207,POINT
4077,1861,1602,3.242,8.595,-4.068,0.019,0.076,-0.066,POINT
4063,2260,2171,3.57,8.169,-4.015,0.032,0.069,-0.001,POINT
2895,1872,3248,3.754,7.961,-3.895,0.027,0.031,-0.029,POINT
4095,2133,3311,3.78,7.853,-4.017,0.022,-0.007,-0.043,POINT
3679,1779,2415,3.795,7.764,-4.104,-0.015,-0.017,-0.044,POINT
4095,2275,4095,3.749,7.831,-4.216,-0.043,-0.015,-0.04,POINT
3027,1840,1148,3.773,8.018,-4.132,-0.074,-0.02,-0.006,POINT
4095,2389,3199,3.699,8.334,-4.058,-0.083,-0.098,0.069,POINT
3287,2047,3419,3.464,8.55,-4.159,-0.082,-0.16,0.209,POINT
4095,2183,3053,3.402,8.54,-4.314,-0.079,-0.141,0.344,POINT
3883,1946,2440,3.704,8.124,-4.24,-0.066,-0.084,0.347,POINT
4095,2288,3303,3.876,7.887,-4.128,-0.047,-0.077,0.184,POINT
3611,1955,3118,3.677,8.104,-4.118,-0.04,-0.113,0.031,POINT
4095,2320,63,3.33,8.48,-4.219,-0.016,-0.145,0.039,POINT
3341,2258,2345,3.342,8.344,-4.281,-0.004,-0.131,0.123,POINT
3238,2075,2374,3.433,8.097,-4.322,0.008,-0.105,0.128,POINT
4095,2071,2361,3.467,7.963,-4.314,0.016,-0.086,0.063,POINT
4095,2210,1355,3.373,8.042,-4.278,0.033,-0.091,0.006,POINT
3924,2021,2798,3.316,8.109,-4.353,0.048,-0.095,0.001,POINT
4095,1994,3111,3.306,7.994,-4.472,0.048,-0.079,0.026,POINT
4095,2092,1702,3.333,7.817,-4.496,0.034,-0.026,0.024,POINT
3600,2105,3648,3.421,7.803,-4.42,0.019,0.018,-0.022,POINT
4095,2120,687,3.412,7.848,-4.405,0.014,0.029,-0.063,POINT
4095,2669,3540,3.349,7.841,-4.429,0.011,0.041,-0.078,POINT
3287,2090,2472,3.388,7.889,-4.439,-0.007,0.051,-0.044,POINT
3534,2218,4095,3.457,7.889,-4.41,-0.027,0.06,0.009,POINT
4095,2096,0,3.584,7.884,-4.386,-0.044,0.058,0.039,POINT
4095,2320,4095,3.606,7.889,-4.413,-0.06,0.069,0.051,POINT
3469,1871,3023,3.728,7.898,-4.393,-0.079,0.092,0.054,POINT
4019,2339,2039,3.857,7.937,-4.238,-0.084,0.083,0.03,POINT
4095,2296,1637,3.869,8.045,-4.168,-0.061,0.03,0.005,POINT
3800,2064,3905,3.773,8.104,-4.243,-0.046,-0.003,0.018,POINT
3994,2032,2276,3.819,8.042,-4.252,-0.044,-0.003,0.047,POINT
4095,2260,1808,3.917,7.889,-4.204,-0.05,-0.008,0.044,POINT
3703,1967,3180,3.888,7.891,-4.128,-0.066,-0.035,0.037,POINT
3053,2105,1884,3.857,7.97,-4.106,-0.062,-0.068,0.03,POINT
4095,2460,2225,3.752,8.066,-4.259,-0.044,-0.081,0.016,POINT
3323,1920,854,9.584,-1.456,-0.95,-0.355,-0.143,0.087,POINT
3333,2129,2555,9.266,-1.235,-1.154,-0.344,-0.154,0.114,POINT
3786,1997,0,9.261,-1.331,-1.243,-0.329,-0.132,0.178,POINT
4095,2245,1007,9.268,-1.439,-1.338,-0.288,-0.107,0.186,POINT
3095,1936,2302,9.357,-1.645,-1.405,-0.224,-0.063,0.129,POINT
4095,1776,2878,9.402,-1.7,-1.511,-0.148,-0.012,0.01,POINT
4095,2112,1716,9.359,-1.604,-1.595,-0.099,0.064,-0.068,POINT
4095,2240,3123,9.424,-1.554,-1.626,-0.076,0.148,-0.044,POINT
3705,1904,2272,9.708,-1.628,-1.508,-0.064,0.201,0.027,POINT
4095,2262,1807,10.015,-1.834,-1.415,-0.054,0.212,0.097,POINT
3187,1825,4095,10.36,-2.049,-1.29,-0.054,0.217,0.122,POINT
3524,1876,3909,10.649,-2.215,-1.137,-0.049,0.18,0.097,POINT
4095,2096,2657,10.76,-2.136,-1.013,-0.03,0.105,0.049,POINT
3934,2128,3916,10.63,-1.932,-0.982,-0.012,0.024,0.031,POINT
3921,2001,2482,10.357,-1.554,-0.915,-0.023,-0.046,0.109,POINT
4095,2180,2287,10.288,-1.611,-0.886,-0.042,-0.093,0.261,POINT
4095,2079,2628,10.355,-1.858,-0.757,-0.026,-0.153,0.296,POINT
3335,1991,3345,10.13,-1.946,-0.745,0.021,-0.214,0.229,POINT
4095,2032,0,9.787,-1.951,-0.862,0.063,-0.23,0.152,POINT
3581,2169,4095,9.421,-1.925,-0.955,0.088,-0.219,0.132,POINT
3583,1697,1187,9.266,-2.047,-0.941,0.092,-0.204,0.131,POINT
4095,2015,1503,9.093,-2.16,-1.077,0.098,-0.192,0.124,POINT
4095,2224,0,8.916,-2.155,-1.03,0.09,-0.148,0.096,POINT
3525,1962,3047,8.99,-2.313,-0.883,0.096,-0.13,0.076,POINT
3281,1635,1374,8.983,-2.332,-0.876,0.122,-0.133,0.051,POINT
4065,2331,2982,8.997,-2.409,-0.994,0.122,-0.139,0.021,POINT
3920,1839,2665,8.985,-2.442,-1.113,0.091,-0.098,0.026,POINT
3632,1990,2766,9.06,-2.538,-1.106,0.054,-0.041,0.03,POINT
4095,2064,1663,9.184,-2.619,-1.065,0.033,0.003,0,POINT
3730,2128,2890,9.244,-2.516,-1.037,0.022,0.033,-0.051,POINT
3859,1946,2559,9.407,-2.399,-0.91,0.022,0.022,-0.088,POINT
4095,2314,2386,9.419,-2.222,-0.984,0.031,-0.005,-0.087,POINT
3441,1902,3504,9.467,-2.138,-1.051,0.029,0.006,-0.058,POINT
4095,2224,2176,9.596,-2.14,-0.989,0.038,0.011,-0.05,POINT
4095,2112,2403,9.668,-2.114,-1.01,0.059,0.001,-0.075,POINT
3716,2029,3419,9.713,-2.102,-1.013,0.079,0.004,-0.103,POINT
4095,2000,1579,9.735,-2.018,-0.946,0.096,-0.003,-0.127,POINT
4095,2158,2469,9.778,-1.937,-0.855,0.11,-0.04,-0.136,POINT
3630,1901,2382,9.704,-1.824,-0.838,0.126,-0.06,-0.123,POINT
4095,2171,1145,9.747,-1.779,-0.745,0.156,-0.072,-0.106,POINT
3617,2074,3008,9.728,-1.803,-0.749,0.186,-0.095,-0.103,POINT
3910,1994,222,9.639,-1.867,-0.79,0.206,-0.088,-0.096,POINT
4095,2352,2591,9.584,-1.93,-0.8,0.212,-0.068,-0.092,POINT
3365,1821,1935,9.589,-1.968,-0.773,0.211,-0.044,-0.087,POINT
4095,2304,1454,9.668,-1.992,-0.704,0.213,-0.028,-0.076,POINT
2958,1857,4095,9.687,-2.081,-0.716,0.216,-0.022,-0.084,POINT
4095,1938,1624,9.665,-2.057,-0.735,0.214,-0.002,-0.085,POINT
3664,2314,3519,9.73,-2.085,-0.618,0.209,0.005,-0.072,POINT
3534,1733,1844,9.79,-2.107,-0.589,0.203,-0.014,-0.051,POINT
4095,2322,2749,9.773,-2.164,-0.62,0.2,-0.019,-0.046,POINT
3298,1804,3216,9.776,-2.203,-0.572,0.19,-0.023,-0.059,POINT
4095,2197,1700,9.737,-2.112,-0.579,0.186,-0.044,-0.067,POINT
3567,2128,4095,9.661,-2.105,-0.661,0.169,-0.041,-0.047,POINT
4095,2173,4095,9.661,-2.133,-0.668,0.139,-0.005,-0.019,POINT
3426,1757,2639,9.716,-2.126,-0.57,0.12,0.01,-0.019,POINT
4095,2482,2464,9.737,-2.155,-0.577,0.11,0.009,-0.023,POINT
3350,1861,4095,9.754,-2.162,-0.548,0.092,0.013,-0.025,POINT
3654,1969,1903,9.78,-2.167,-0.555,0.068,0.022,-0.034,POINT
4082,2026,1374,9.835,-2.112,-0.508,0.042,0.033,-0.044,POINT
3553,2027,2380,9.905,-2.054,-0.429,0.027,0.023,-0.043,POINT
3894,1866,1278,9.993,-2.049,-0.417,0.016,0.01,-0.047,POINT
3055,1733,2933,9.969,-1.99,-0.417,0.005,0,-0.053,POINT
4095,2097,0,9.938,-1.949,-0.453,-0.015,0.021,-0.035,POINT
3839,2034,502,10.015,-1.93,-0.364,-0.035,0.035,-0.018,POINT
4010,2194,2634,10.034,-1.915,-0.328,-0.046,0.018,-0.015,POINT
3920,1711,1418,10.063,-1.915,-0.326,-0.046,-0.015,-0.018,POINT
3127,2014,2138,9.974,-1.853,-0.352,-0.039,-0.053,-0.021,POINT
4095,2032,3134,9.907,-1.815,-0.395,-0.037,-0.07,-0.021,POINT
4095,2101,456,9.833,-1.776,-0.426,-0.038,-0.074,-0.005,POINT
4095,2111,2224,9.838,-1.798,-0.419,-0.037,-0.066,0.003,POINT
