3546,2178,4048,-0.038,8.801,3.364,-0.334,0.007,-0.245,TILT_LEFT
3500,2139,4025,-0.115,8.528,3.366,-0.431,0.082,-0.36,TILT_LEFT
3477,2182,4095,0.393,7.762,3.984,-0.648,0.083,-0.675,TILT_LEFT
3504,2295,4095,0.33,8.653,4.472,-0.778,-0.149,-0.971,TILT_LEFT
3511,2271,4093,-1.001,9.675,3.479,-0.66,-0.173,-0.902,TILT_LEFT
3520,2242,4095,-1.597,9.85,3.27,-0.513,0.137,-0.584,TILT_LEFT
3523,2221,4095,-1.118,9.517,4.331,-0.452,0.279,-0.335,TILT_LEFT
3573,2260,4095,-1.087,9.433,4.846,-0.413,0.236,-0.229,TILT_LEFT
3499,2246,4095,-1.006,9.723,5.413,-0.385,0.089,-0.118,TILT_LEFT
3525,2267,4095,-0.972,9.845,4.858,-0.225,-0.116,0.012,TILT_LEFT
3632,2250,4095,-1.374,9.996,4.377,-0.041,-0.06,0.109,TILT_LEFT
3600,2217,4095,-1.207,9.869,4.683,0.037,0.003,0.248,TILT_LEFT
3475,2230,4095,-0.874,9.438,4.769,0.093,-0.043,0.274,TILT_LEFT
3464,2159,4095,-0.627,9.017,4.492,0.094,-0.096,0.138,TILT_LEFT
3510,2192,4095,-0.797,8.516,3.718,-0.002,-0.036,-0.171,TILT_LEFT
3490,2202,4095,-1.099,8.535,3.654,-0.181,0.131,-0.409,TILT_LEFT
3641,2250,4095,-1.128,8.724,4.061,-0.279,0.221,-0.5,TILT_LEFT
3459,2182,4095,-1.243,9.084,4.499,-0.27,0.222,-0.47,TILT_LEFT
3554,2222,4095,-1.092,9.292,5.021,-0.196,0.126,-0.324,TILT_LEFT
3456,2235,4095,-1.214,9.462,4.944,-0.039,-0.018,-0.144,TILT_LEFT
3410,2192,4095,-1.233,9.292,4.731,0.088,-0.062,0.062,TILT_LEFT
3629,2089,4095,-1.786,9.081,2.782,-0.014,0.076,0.101,TILT_LEFT
3568,2065,4095,-1.556,8.904,2.875,-0.042,0.108,0.123,TILT_LEFT
3613,2084,4049,-1.475,8.885,3.026,-0.062,0.108,0.079,TILT_LEFT
3601,2061,4095,-1.487,9.012,3.089,-0.078,0.038,0.056,TILT_LEFT
3152,2039,4095,-1.492,9.043,2.959,-0.083,-0.043,0.076,TILT_LEFT
3266,2066,4095,-1.542,9.057,2.799,-0.081,-0.088,0.068,TILT_LEFT
3376,2074,4095,-1.621,9.108,2.701,-0.088,-0.103,0.052,TILT_LEFT
3281,2064,4075,-1.7,9.158,2.72,-0.102,-0.112,0.025,TILT_LEFT
3331,2064,4064,-1.808,9.239,2.796,-0.109,-0.125,-0.01,TILT_LEFT
3367,2058,4095,-1.932,9.376,2.907,-0.115,-0.146,-0.039,TILT_LEFT
3392,2032,4095,-2.042,9.524,2.933,-0.112,-0.172,-0.057,TILT_LEFT
3424,2043,4095,-2.167,9.708,2.88,-0.088,-0.186,-0.038,TILT_LEFT
3438,2058,4095,-2.243,9.689,2.859,-0.057,-0.155,-0.002,TILT_LEFT
3654,2084,4095,-2.174,9.488,2.919,-0.03,-0.134,-0.012,TILT_LEFT
3664,2111,4095,-2.152,9.345,2.974,-0.014,-0.142,-0.075,TILT_LEFT
3456,2085,4095,-2.224,9.285,3.065,-0.003,-0.155,-0.154,TILT_LEFT
3507,2102,4095,-2.358,9.469,3.041,0,-0.2,-0.176,TILT_LEFT
3578,2107,4095,-2.483,9.589,2.995,0.009,-0.2,-0.108,TILT_LEFT
3518,2078,4095,-2.435,9.481,2.993,0.027,-0.151,-0.064,TILT_LEFT
3405,2068,4095,-2.401,9.352,2.969,0.029,-0.078,-0.07,TILT_LEFT
3450,2054,4095,-2.184,9.234,3.134,0.035,-0.025,-0.109,TILT_LEFT
3407,2043,4095,-2.124,9.318,3.165,0.061,-0.053,-0.119,TILT_LEFT
3313,2032,4095,-2.088,9.258,3.084,0.076,-0.108,-0.044,TILT_LEFT
3359,2043,4095,-2.049,9.088,2.887,0.076,-0.146,0.038,TILT_LEFT
3387,2058,4095,-1.98,8.873,2.636,0.067,-0.129,0.064,TILT_LEFT
3153,2032,4075,-1.867,8.681,2.691,0.038,-0.112,0.027,TILT_LEFT
3168,2035,4095,-1.82,8.655,2.789,-0.004,-0.176,-0.048,TILT_LEFT
3169,2065,3905,-2.064,8.916,2.698,-0.043,-0.256,-0.048,TILT_LEFT
3099,2026,4095,-2.231,9.064,2.564,-0.063,-0.27,-0.003,TILT_LEFT
3229,2036,4017,-2.365,9.105,2.535,-0.072,-0.23,0.018,TILT_LEFT
3355,2064,4007,-2.385,9.024,2.698,-0.08,-0.177,-0.02,TILT_LEFT
3371,2078,4095,-2.476,9.167,2.825,-0.094,-0.175,-0.068,TILT_LEFT
3303,2066,4095,-2.569,9.333,2.919,-0.099,-0.195,-0.059,TILT_LEFT
3402,2041,4095,-2.665,9.416,2.849,-0.076,-0.2,-0.017,TILT_LEFT
3399,2079,4095,-2.682,9.407,2.796,-0.064,-0.146,0.034,TILT_LEFT
3643,2095,4095,-2.567,9.28,2.868,-0.06,-0.08,0.023,TILT_LEFT
3472,2098,4095,-2.433,9.244,3.048,-0.053,-0.06,-0.045,TILT_LEFT
3641,2074,4095,-2.514,9.335,3.081,-0.042,-0.076,-0.099,TILT_LEFT
3411,2064,4095,-2.571,9.378,2.983,-0.023,-0.097,-0.064,TILT_LEFT
3581,2034,4095,-2.55,9.266,2.899,-0.009,-0.082,-0.004,TILT_LEFT
3407,2025,4095,-2.447,9.067,2.825,-0.009,-0.053,0.024,TILT_LEFT
3408,2043,4095,-2.38,8.981,2.749,-0.017,-0.01,0.006,TILT_LEFT
3397,2041,4095,-2.325,8.904,2.849,-0.042,0.005,-0.002,TILT_LEFT
3363,2047,4095,-2.322,8.904,2.902,-0.061,-0.002,-0.006,TILT_LEFT
3284,2032,4095,-2.303,9.002,2.981,-0.083,-0.029,0.006,TILT_LEFT
3346,2081,4080,-2.313,9.084,2.887,-0.093,-0.067,0.043,TILT_LEFT
3291,2061,3853,-2.332,9.064,2.72,-0.101,-0.038,0.072,TILT_LEFT
3195,2089,4075,-2.198,9.019,2.825,-0.124,0.007,0.054,TILT_LEFT
3242,2018,4055,-2.224,9.086,2.95,-0.145,0.012,0.006,TILT_LEFT
3226,2063,4037,-2.279,9.27,2.974,-0.142,0,0.001,TILT_LEFT
3298,2097,4014,-2.298,9.357,2.921,-0.135,-0.013,0.032,TILT_LEFT
3348,2122,4095,-2.282,9.431,2.806,-0.13,-0.012,0.046,TILT_LEFT
3392,2093,4095,-2.217,9.467,2.787,-0.128,0.009,0.023,TILT_LEFT
3222,2075,4095,-2.191,9.62,2.813,-0.112,0.038,-0.033,TILT_LEFT
3135,1997,4095,-2.176,9.747,3.055,-0.077,0.024,-0.081,TILT_LEFT
3101,2026,4095,-2.239,9.878,3.055,-0.028,-0.016,-0.085,TILT_LEFT
3120,2006,4095,-2.315,9.85,2.902,0.035,-0.01,-0.033,TILT_LEFT
3019,2009,4095,-2.227,9.543,2.916,0.09,0.019,0.019,TILT_LEFT
3250,2021,4095,-2.107,9.158,2.904,0.112,0.023,0.038,TILT_LEFT
3051,1987,4095,-2.045,8.89,2.94,0.099,0.005,0.04,TILT_LEFT
3009,2047,4095,-1.997,8.792,2.873,0.069,-0.035,0.055,TILT_LEFT
3121,2001,4080,-2.028,8.703,2.708,0.043,-0.051,0.101,TILT_LEFT
3198,2032,4095,-1.93,8.531,2.634,0.006,-0.048,0.117,TILT_LEFT
3118,2013,3935,-1.884,8.444,2.631,-0.04,-0.074,0.078,TILT_LEFT
3213,2085,4032,-2.066,8.519,2.516,-0.112,-0.118,0.039,TILT_LEFT
3057,2045,4095,-2.162,8.705,2.464,-0.169,-0.175,0.01,TILT_LEFT
3083,2046,4034,-2.361,9.007,2.291,-0.192,-0.206,0.032,TILT_LEFT
3037,2046,3990,-2.485,9.158,2.27,-0.196,-0.18,0.057,TILT_LEFT
3010,2030,3991,-2.547,9.187,2.389,-0.198,-0.139,0.041,TILT_LEFT
2992,2019,3987,-2.631,9.244,2.605,-0.196,-0.118,-0.011,TILT_LEFT
3019,1979,4095,-2.717,9.414,2.665,-0.194,-0.117,-0.091,TILT_LEFT
3120,2003,4095,-2.868,9.546,2.88,-0.225,-0.116,-0.157,TILT_LEFT
2945,2017,4095,-3.019,9.867,3.007,-0.203,-0.099,-0.167,TILT_LEFT
3008,1981,4095,-3.156,10.125,3.11,-0.134,-0.033,-0.139,TILT_LEFT
2992,1983,4095,-3.11,10.051,3.316,-0.06,0.029,-0.082,TILT_LEFT
4095,2109,4095,-2.835,9.476,2.195,-0.061,-0.139,0.026,TILT_LEFT
4095,1911,3471,-2.892,9.244,2.188,-0.061,-0.116,0.116,TILT_LEFT
4095,2218,4095,-2.65,9.12,2.435,-0.084,-0.151,0.138,TILT_LEFT
4065,2062,3986,-2.389,9.026,2.284,-0.062,-0.267,0.135,TILT_LEFT
4095,2046,3539,-2.459,8.985,1.944,-0.061,-0.334,0.133,TILT_LEFT
3888,2141,4047,-2.598,8.844,1.765,-0.085,-0.323,0.124,TILT_LEFT
4095,2065,4095,-2.701,8.693,1.796,-0.114,-0.286,0.053,TILT_LEFT
4095,2113,4095,-2.971,8.806,1.887,-0.157,-0.216,-0.048,TILT_LEFT
3263,2600,4095,-3.093,8.878,2.16,-0.21,-0.191,-0.109,TILT_LEFT
3947,2094,4095,-3.067,8.995,2.397,-0.235,-0.279,-0.139,TILT_LEFT
4082,2074,3367,-3.139,9.163,2.236,-0.23,-0.349,-0.105,TILT_LEFT
3259,2223,4095,-3.335,9.105,2.148,-0.214,-0.315,-0.037,TILT_LEFT
4095,1919,3773,-3.318,8.861,2.555,-0.221,-0.262,-0.097,TILT_LEFT
4095,2320,4095,-3.294,9.036,2.655,-0.224,-0.314,-0.193,TILT_LEFT
3091,2051,4095,-3.565,9.407,2.358,-0.245,-0.341,-0.183,TILT_LEFT
3877,2218,3751,-3.706,9.754,2.222,-0.249,-0.292,-0.071,TILT_LEFT
4095,2256,3839,-3.682,9.663,2.239,-0.226,-0.129,0.024,TILT_LEFT
4095,1946,4095,-3.587,9.515,2.677,-0.18,0.118,-0.029,TILT_LEFT
4095,2112,2879,-3.318,9.51,3.388,-0.131,0.196,-0.133,TILT_LEFT
3415,2207,3469,-3.256,9.742,3.328,-0.082,0.111,-0.08,TILT_LEFT
3633,2210,4095,-3.218,9.776,2.871,0.013,0.076,0.187,TILT_LEFT
3874,2212,3975,-2.995,9.177,2.495,0.1,0.125,0.406,TILT_LEFT
3475,2548,4090,-2.492,8.602,2.622,0.108,0.145,0.45,TILT_LEFT
3713,2108,3616,-2.253,8.193,2.737,0.034,0.05,0.347,TILT_LEFT
4016,2293,4095,-2.148,8.54,2.6,-0.042,-0.1,0.289,TILT_LEFT
3554,2045,4095,-2.356,8.564,2.157,-0.077,-0.149,0.293,TILT_LEFT
3955,2208,3642,-2.48,8.636,1.994,-0.075,-0.041,0.222,TILT_LEFT
3639,2144,4095,-2.576,8.502,2.188,-0.088,0.108,0.043,TILT_LEFT
3794,2096,4095,-2.617,8.511,2.921,-0.182,0.116,-0.201,TILT_LEFT
3842,2023,4010,-2.662,9.268,3.117,-0.233,-0.128,-0.272,TILT_LEFT
4095,2277,3472,-3.218,9.823,2.545,-0.212,-0.239,-0.077,TILT_LEFT
3408,2252,4095,-3.218,9.797,2.21,-0.119,-0.097,0.148,TILT_LEFT
3275,1902,2945,-2.842,9.333,2.459,-0.049,0.08,0.129,TILT_LEFT
4089,2637,4095,-2.756,9.055,2.751,-0.052,0.168,-0.053,TILT_LEFT
3520,2256,3399,-2.768,9.419,3.062,-0.105,0.119,-0.148,TILT_LEFT
4095,2101,4053,-2.825,9.629,2.825,-0.079,-0.004,-0.051,TILT_LEFT
3159,2198,3506,-3.065,9.644,2.394,-0.016,0.043,0.102,TILT_LEFT
3696,2230,4095,-2.863,9.445,2.459,0.011,0.157,0.208,TILT_LEFT
3513,1986,3659,-2.535,9.098,2.739,0.03,0.205,0.202,TILT_LEFT
4010,2499,3423,-2.303,9,3.021,0.026,0.099,0.118,TILT_LEFT
3360,1901,4023,-2.406,9.163,2.612,0.015,-0.044,0.127,TILT_LEFT
3971,2192,3267,-2.682,9.294,2.04,0.039,-0.019,0.235,TILT_LEFT
3446,2015,4095,-2.672,9.084,1.968,0.048,0.109,0.325,TILT_LEFT
3583,1995,2863,-2.346,8.739,2.363,0.018,0.161,0.273,TILT_LEFT
4051,2170,4095,-2.164,8.59,2.804,-0.064,0.025,0.079,TILT_LEFT
3161,1968,4095,-2.44,9.179,2.49,-0.083,-0.169,-0.016,TILT_LEFT
4095,2320,4095,-2.94,9.603,1.951,-0.068,-0.121,0.105,TILT_LEFT
3163,2164,3735,-2.789,9.357,2.2,-0.046,0.005,0.176,TILT_LEFT
3481,2186,4095,-2.588,9.167,2.579,-0.031,0.036,0.074,TILT_LEFT
3647,2019,3774,-2.713,9.136,2.782,-0.065,-0.043,-0.074,TILT_LEFT
3952,2234,4095,-2.933,9.694,2.535,-0.06,-0.141,-0.059,TILT_LEFT
3579,1901,3815,-3.187,9.754,2.023,-0.008,-0.039,0.106,TILT_LEFT
4095,2043,3839,-2.863,9.404,2.179,0.025,0.114,0.178,TILT_LEFT
3938,2097,4095,-2.571,8.995,2.349,0.031,0.195,0.099,TILT_LEFT
3531,1779,3632,-2.356,8.981,2.746,-0.006,0.155,-0.056,TILT_LEFT
4095,2352,3783,-2.533,9.313,2.591,-0.015,0.037,-0.056,TILT_LEFT
3253,1884,4095,-2.713,9.426,2.195,0.004,0.036,0.085,TILT_LEFT
3631,2153,3937,-2.622,9.309,2.157,0.009,0.131,0.216,TILT_LEFT
3478,1830,3744,-2.315,9.041,2.389,0.012,0.181,0.253,TILT_LEFT
4095,2120,4095,-2.148,8.741,2.638,-0.033,0.12,0.139,TILT_LEFT
3234,1829,3181,-2.181,9.021,2.459,-0.072,-0.017,0.044,TILT_LEFT
4070,2277,3952,-2.519,9.364,1.968,-0.066,-0.011,0.086,TILT_LEFT
3329,1787,3910,-2.421,9.287,1.951,-0.074,0.069,0.163,TILT_LEFT
4095,1983,3157,-2.195,9.127,2.157,-0.09,0.094,0.138,TILT_LEFT
3232,1995,3719,-2.095,9.163,2.339,-0.102,0.071,0.038,TILT_LEFT
3751,1735,3168,-2.172,9.433,2.346,-0.096,-0.017,-0.027,TILT_LEFT
3579,2083,4095,-2.286,9.577,2.188,-0.078,-0.051,-0.02,TILT_LEFT
3600,1904,4095,-2.363,9.529,2.126,-0.05,-0.046,0.035,TILT_LEFT
4095,1846,3821,-2.308,9.29,2.138,-0.049,-0.026,-0.001,TILT_LEFT
3992,2096,4095,-2.418,9.316,2.081,-0.05,-0.009,-0.081,TILT_LEFT
3793,1775,3952,-2.509,9.376,2.251,-0.054,-0.013,-0.125,TILT_LEFT
4095,2107,3871,-2.619,9.491,2.332,-0.053,-0.064,-0.117,TILT_LEFT
3706,2007,4095,-2.847,9.622,2.195,-0.038,-0.085,-0.019,TILT_LEFT
3710,1788,3712,-2.751,9.44,2.14,-0.015,-0.048,0.075,TILT_LEFT
3855,1619,3769,-2.569,9.189,2.279,-0.012,-0.018,0.04,TILT_LEFT
4095,2300,3258,2.107,9.347,-2.344,0.11,-0.076,0.166,TILT_LEFT
4095,2032,2754,2.174,9.172,-2.38,0.113,-0.069,0.109,TILT_LEFT
4007,2291,4058,2.164,9.17,-2.397,0.093,-0.058,0.038,TILT_LEFT
4095,1815,4095,2.114,9.191,-2.416,0.082,-0.046,-0.015,TILT_LEFT
3888,2174,3421,2.045,9.27,-2.358,0.078,-0.044,-0.027,TILT_LEFT
2939,2453,3389,1.999,9.349,-2.344,0.072,-0.058,0.014,TILT_LEFT
4092,1975,4095,2.069,9.352,-2.303,0.076,-0.073,0.058,TILT_LEFT
4033,2192,3066,2.112,9.27,-2.313,0.104,-0.079,0.044,TILT_LEFT
3459,2150,3997,2.049,9.234,-2.464,0.125,-0.073,0.013,TILT_LEFT
3698,2052,4095,1.958,9.187,-2.588,0.105,-0.035,0.03,TILT_LEFT
3903,2383,4095,2.035,9.115,-2.502,0.072,-0.013,0.06,TILT_LEFT
3374,2000,4095,2.222,9.017,-2.318,0.045,-0.06,0.046,TILT_LEFT
4095,2011,2775,2.145,9.079,-2.521,0.032,-0.111,0.032,TILT_LEFT
3795,2180,4082,2.088,9.072,-2.634,0.031,-0.091,0.039,TILT_LEFT
4095,1820,4095,2.033,9.026,-2.772,0.029,-0.036,0.026,TILT_LEFT
3844,2194,3725,2.03,9.045,-2.689,0.01,0.019,0.018,TILT_LEFT
3117,2269,4095,2.128,9.048,-2.49,-0.035,0.009,0.03,TILT_LEFT
4095,1931,4095,2.246,9.045,-2.418,-0.068,-0.07,0.02,TILT_LEFT
4095,2248,2727,2.157,9.134,-2.643,-0.074,-0.101,0.01,TILT_LEFT
3863,2101,4095,2.093,9.203,-2.753,-0.081,-0.058,0.012,TILT_LEFT
3850,1741,4095,2.1,9.182,-2.682,-0.082,-0.021,0.013,TILT_LEFT
3523,2372,3761,2.162,9.143,-2.567,-0.09,-0.017,0.004,TILT_LEFT
3152,2034,4095,2.207,9.155,-2.485,-0.109,-0.052,-0.009,TILT_LEFT
4095,1886,2992,2.215,9.172,-2.473,-0.118,-0.105,-0.029,TILT_LEFT
4051,2112,4095,2.073,9.292,-2.696,-0.116,-0.111,-0.023,TILT_LEFT
3966,1714,4095,1.951,9.352,-2.696,-0.1,-0.057,0.018,TILT_LEFT
3874,1990,3437,2.04,9.258,-2.531,-0.099,-0.025,0.047,TILT_LEFT
2888,2418,3133,2.138,9.155,-2.411,-0.106,-0.043,0.028,TILT_LEFT
4048,1776,4095,2.133,9.218,-2.447,-0.109,-0.082,-0.005,TILT_LEFT
4095,1723,3244,2.03,9.309,-2.557,-0.111,-0.082,0.003,TILT_LEFT
3613,2076,4095,2.018,9.299,-2.61,-0.104,-0.054,0.019,TILT_LEFT
3623,1587,4095,2.016,9.299,-2.559,-0.096,-0.021,0.025,TILT_LEFT
3959,2266,3182,2.109,9.285,-2.385,-0.094,-0.027,0.03,TILT_LEFT
2643,2097,3696,2.131,9.306,-2.315,-0.09,-0.09,0.017,TILT_LEFT
4095,1869,2970,2.04,9.404,-2.538,-0.076,-0.106,0.031,TILT_LEFT
3999,2001,3948,2.037,9.359,-2.624,-0.054,-0.063,0.05,TILT_LEFT
4095,1783,4095,2.045,9.21,-2.61,-0.052,-0.012,0.029,TILT_LEFT
3840,1981,3678,2.148,9.172,-2.447,-0.069,0.003,-0.016,TILT_LEFT
3519,2430,3381,2.112,9.388,-2.349,-0.073,-0.044,-0.031,TILT_LEFT
4010,1943,4095,2.081,9.524,-2.346,-0.047,-0.101,0.03,TILT_LEFT
4095,1886,2992,2.042,9.462,-2.538,-0.015,-0.102,0.085,TILT_LEFT
3461,2224,4095,2.081,9.301,-2.696,-0.007,-0.05,0.086,TILT_LEFT
3739,1527,4095,2.105,9.285,-2.535,-0.009,-0.007,0.059,TILT_LEFT
4095,2027,3291,2.236,9.309,-2.318,0.002,-0.046,0.031,TILT_LEFT
2843,2047,4095,2.186,9.388,-2.421,0.025,-0.098,0.04,TILT_LEFT
4095,1936,3238,2.131,9.4,-2.528,0.043,-0.112,0.095,TILT_LEFT
3951,1968,4095,2.126,9.318,-2.643,0.064,-0.099,0.146,TILT_LEFT
3611,1886,4095,2.157,9.148,-2.667,0.07,-0.065,0.162,TILT_LEFT
3978,1968,3425,2.385,8.997,-2.349,0.072,-0.073,0.119,TILT_LEFT
3408,2336,3095,2.442,9.012,-2.38,0.1,-0.164,0.022,TILT_LEFT
3728,1901,4095,2.251,9.179,-2.658,0.113,-0.207,-0.007,TILT_LEFT
4095,1790,3119,2.042,9.194,-2.986,0.096,-0.161,0.038,TILT_LEFT
3479,2257,4095,2.169,9.079,-2.679,0.1,-0.107,0.066,TILT_LEFT
3305,1975,4095,2.315,9.115,-2.547,0.169,-0.128,0.017,TILT_LEFT
3878,2177,3376,2.289,9.261,-2.677,0.253,-0.163,-0.026,TILT_LEFT
2969,2448,3751,2.286,9.268,-2.746,0.307,-0.175,-0.05,TILT_LEFT
3760,1867,3408,2.267,9.371,-2.83,0.387,-0.179,-0.098,TILT_LEFT
4095,2019,4046,2.076,9.57,-2.849,0.447,-0.2,-0.046,TILT_LEFT
3527,2000,4095,2.047,9.416,-3.021,0.456,-0.251,0.116,TILT_LEFT
3902,2000,4016,2.16,8.997,-3.326,0.476,-0.268,0.172,TILT_LEFT
3431,2334,3312,2.047,8.775,-3.615,0.454,-0.227,0.156,TILT_LEFT
3888,2045,4095,2.116,8.55,-3.74,0.376,-0.189,0.129,TILT_LEFT
4095,1799,3145,2.095,8.411,-3.826,0.271,-0.141,0.072,TILT_LEFT
3775,2224,3600,2.035,8.241,-3.926,0.151,-0.085,0.021,TILT_LEFT
3599,1810,4095,2.002,8.133,-3.859,0.028,-0.016,-0.057,TILT_LEFT
4095,2003,3987,1.853,8.303,-3.749,-0.084,0.056,-0.102,TILT_LEFT
3987,2482,3903,1.882,8.655,-3.393,-0.193,0.066,-0.022,TILT_LEFT
4095,1798,3602,2.002,8.691,-3.347,-0.264,0.037,0.073,TILT_LEFT
4095,2039,4059,2.169,8.715,-3.39,-0.299,0.034,0.082,TILT_LEFT
3374,1947,4095,2.298,8.765,-3.349,-0.282,0.033,-0.015,TILT_LEFT
3493,2078,3653,2.093,9.244,-3.505,-0.267,0.063,-0.058,TILT_LEFT
3299,2299,3035,2.081,9.371,-3.541,-0.271,0.127,-0.002,TILT_LEFT
3597,1926,4095,2.239,9.359,-3.11,-0.266,0.123,0.036,TILT_LEFT
4095,1495,3635,2.43,9.397,-2.986,-0.233,0.025,0.058,TILT_LEFT
3338,2227,3764,2.43,9.366,-3.139,-0.154,-0.066,0.048,TILT_LEFT
4063,2402,3928,-1.173,10.257,-1.156,-0.189,-0.16,-0.034,TILT_LEFT
3913,2314,4019,-0.886,9.862,-0.706,-0.153,-0.126,0.114,TILT_LEFT
3959,2387,4095,-0.642,9.625,-0.582,-0.158,-0.187,0.072,TILT_LEFT
4065,2352,4029,-0.673,9.531,-0.836,-0.159,-0.228,-0.058,TILT_LEFT
3931,2374,3931,-0.991,9.716,-1.087,-0.172,-0.164,-0.133,TILT_LEFT
4000,2398,3993,-1.053,9.716,-1.099,-0.194,-0.077,-0.1,TILT_LEFT
3998,2439,3943,-0.919,9.548,-0.991,-0.207,-0.036,-0.112,TILT_LEFT
3969,2365,3867,-0.852,9.622,-0.912,-0.228,-0.058,-0.17,TILT_LEFT
3965,2367,3919,-1.015,9.926,-0.869,-0.199,-0.087,-0.17,TILT_LEFT
3926,2398,3885,-1.128,10.168,-0.895,-0.145,-0.119,-0.074,TILT_LEFT
4067,2403,4095,-1.044,10.099,-0.979,-0.109,-0.127,0.007,TILT_LEFT
3969,2389,3941,-1.065,9.993,-1.065,-0.088,-0.098,0.007,TILT_LEFT
